325,23.31,23.25,23.06,23.13,23.19,23.31,23.38
565,23.31,23.25,23.06,23.13,23.19,23.31,23.31


1038,23.25,23.25,23.06,23.13,23.19,23.31,23.31


3211,23.25,23.25,23.06,23.19,23.19,23.25,23.31


5383,23.25,23.25,23.06,23.13,23.19,23.25,23.38


7556,23.31,23.25,23.06,23.19,23.19,23.31,23.38


9728,23.31,23.25,23.06,23.19,23.19,23.25,23.38


11900,23.31,23.25,23.06,23.19,23.19,23.31,23.38


14072,23.31,23.19,23.06,23.19,23.13,23.31,23.44


16245,23.25,23.19,23.06,23.19,23.13,23.31,25.44

18418,23.31,23.25,23.06,23.19,23.13,23.31,-127.00

20092,23.31,23.19,23.06,23.19,23.13,23.25,-127.00


21766,23.31,23.19,23.06,23.19,23.13,23.31,-127.00

24188,23.31,23.25,23.06,23.13,23.19,23.31,-127.00

26049,23.38,23.19,23.13,23.19,23.13,23.13,-127.00

27721,23.31,23.13,23.19,23.13,23.13,23.06,-127.00

29394,23.31,23.13,23.25,23.13,23.06,23.06,-127.00

31067,23.31,23.13,23.25,23.13,23.13,23.06,-127.00

32739,23.31,23.13,23.25,23.13,23.13,23.06,-127.00

34411,23.38,23.13,23.19,23.13,23.13,23.06,-127.00

36084,23.31,23.13,23.19,23.13,23.13,23.06,-127.00

37756,23.31,23.06,23.25,23.13,23.13,23.06,-127.00

39429,23.31,23.06,23.25,23.19,23.13,23.13,-127.00

41102,23.31,23.19,23.19,23.13,23.13,23.13,-127.00

42774,23.31,23.13,23.19,23.13,23.13,23.13,-127.00

44446,23.38,23.13,23.19,23.13,23.13,23.19,-127.00

46119,23.38,23.13,23.19,23.13,23.13,23.13,-127.00

47792,23.38,23.13,23.25,23.13,23.13,23.31,-127.00

49465,23.31,23.19,23.06,23.13,23.13,23.38,-127.00

51138,23.31,23.25,23.06,23.19,23.13,23.38,-127.00

52812,23.31,23.19,23.06,23.19,23.19,23.38,-127.00

54487,23.31,23.25,23.13,23.19,23.19,23.38,-127.00


56161,23.31,23.19,23.06,23.13,23.19,23.38,40.88


58346,23.31,23.19,23.06,23.13,23.19,23.38,40.00


60531,23.31,23.25,23.06,23.19,23.13,23.38,39.56


62716,23.31,23.25,23.06,23.19,23.19,23.38,39.50


64902,23.31,23.25,23.06,23.19,23.19,23.38,39.50


67087,23.31,23.25,23.06,23.19,23.19,23.38,39.56


69272,23.38,23.25,23.06,23.19,23.19,23.38,39.63


71457,23.31,23.25,23.13,23.19,23.19,23.38,39.69


73643,23.31,23.25,23.06,23.19,23.19,23.38,39.75


75828,23.38,23.25,23.13,23.19,23.19,23.38,39.81

78013,23.31,23.25,23.06,23.19,23.19,23.38,-127.00


80077,23.31,23.25,23.06,23.19,23.19,23.38,39.94


82263,23.38,23.25,23.06,23.25,23.19,23.50,40.00


84448,23.38,23.25,23.06,23.19,23.25,23.50,40.06


86633,23.38,23.25,23.06,23.25,23.31,23.63,40.19


88818,23.44,23.31,23.13,23.38,23.31,23.63,40.31


91003,23.50,23.44,23.06,23.44,23.38,23.75,40.31


93188,23.50,23.56,23.13,23.50,23.44,23.75,40.44


95373,23.63,23.63,23.06,23.56,23.50,23.81,40.50


97558,23.69,23.81,23.13,23.69,23.50,23.88,40.63


99743,23.75,23.94,23.19,23.75,23.56,23.88,40.63


101929,23.81,24.06,23.19,23.81,23.56,23.94,40.75


104115,23.88,24.13,23.25,23.81,23.56,23.94,40.81


106300,23.88,24.25,23.19,23.81,23.63,23.94,40.88


108486,24.00,24.25,23.25,23.81,23.63,24.00,41.00


110671,23.94,24.31,23.25,23.81,23.63,24.00,41.06


112858,24.00,24.31,23.25,23.81,23.63,24.00,41.06


115043,24.06,24.31,23.31,23.81,23.69,23.94,41.19


117228,24.00,24.31,23.25,23.81,23.69,24.00,41.19


119414,24.00,24.38,23.25,23.81,23.69,24.00,41.19


121600,24.00,24.38,23.31,23.81,23.69,24.00,41.19


123786,24.06,24.38,23.25,23.88,23.69,24.00,41.25


125971,24.06,24.38,23.31,23.81,23.69,23.94,41.25


128157,24.06,24.31,23.31,23.81,23.69,24.00,41.31


130342,24.06,24.31,23.31,23.81,23.69,24.00,41.31


132529,24.00,24.25,23.31,23.81,23.69,24.00,41.38


134714,24.06,24.25,23.31,23.81,23.75,24.00,41.38


136900,24.06,24.31,23.38,23.88,23.75,24.00,41.50


139086,24.06,24.31,23.31,23.81,23.75,24.00,41.50


141272,24.00,24.25,23.31,23.81,23.75,23.94,41.56


143458,24.06,24.25,23.38,23.88,23.75,23.94,41.63


145643,24.06,24.19,23.38,23.81,23.75,23.94,41.69


147829,24.00,24.25,23.44,23.81,23.75,24.00,41.75


150016,24.00,24.25,23.44,23.81,23.75,24.00,41.75


152201,24.06,24.25,23.38,23.81,23.75,23.94,41.81


154387,24.06,24.19,23.38,23.75,23.75,24.00,41.81


156573,24.06,24.19,23.44,23.75,23.75,24.00,41.88


158759,24.06,24.19,23.44,23.81,23.81,23.94,41.94


160945,24.00,24.13,23.38,23.81,23.81,23.94,41.94


163131,24.00,24.13,23.38,23.81,23.81,23.94,41.94


165317,24.00,24.13,23.44,23.81,23.81,24.00,42.00


167502,24.00,24.13,23.44,23.75,23.81,24.00,42.06


169689,24.06,24.06,23.44,23.81,23.75,24.00,42.19


171875,24.00,24.13,23.50,23.81,23.81,24.00,42.19


174061,24.06,24.13,23.50,23.81,23.81,23.94,42.06


176246,24.00,24.06,23.50,23.75,23.75,24.00,40.81


178433,23.94,24.06,23.50,23.81,23.81,23.94,39.63


180617,24.00,24.06,23.50,23.81,24.00,24.00,39.00


182802,24.00,24.06,23.50,23.81,24.19,24.00,38.56


184987,24.00,24.13,23.50,23.81,24.31,24.06,38.31


187172,24.06,24.13,23.50,23.81,24.63,24.13,38.13


189357,24.00,24.06,23.50,23.81,24.81,24.19,37.94


191541,24.00,24.06,23.56,23.81,25.06,24.31,37.75


193726,24.00,24.06,23.50,23.81,25.25,24.38,37.63


195911,24.00,24.06,23.56,23.81,25.50,24.50,37.50


198095,23.94,24.06,23.50,23.81,25.69,24.63,37.38


200280,23.94,24.00,23.56,23.88,25.94,24.75,37.25


202465,24.00,24.00,23.56,23.88,26.13,24.81,37.19


204649,24.00,24.00,23.56,23.81,26.31,24.94,37.06


206833,23.94,23.94,23.56,23.88,26.50,25.00,36.94


209018,23.94,23.88,23.63,23.88,26.63,25.13,36.88


211203,23.94,23.94,23.63,23.94,26.81,25.19,36.88


213388,23.88,23.88,23.56,23.94,26.94,25.31,36.81


215572,23.94,23.88,23.63,23.94,27.06,25.38,36.75


217757,23.88,23.81,23.63,23.94,27.19,25.44,36.75


219941,23.88,23.81,23.69,24.00,27.31,25.63,36.69


222127,23.88,23.75,23.69,24.00,27.44,25.69,36.69


224311,23.88,23.81,23.69,24.06,27.56,25.75,36.69


226496,23.88,23.81,23.75,24.13,27.63,25.81,36.69


228680,23.88,23.75,23.75,24.13,27.75,25.88,36.63


230865,23.94,23.69,23.75,24.19,27.88,26.00,36.56


233050,23.88,23.69,23.69,24.19,27.94,26.06,36.56


235235,23.81,23.75,23.81,24.25,28.06,26.19,36.50


237420,23.88,23.69,23.81,24.31,28.13,26.25,36.50


239604,23.88,23.69,23.81,24.38,28.19,26.38,36.44


241789,23.88,23.63,23.88,24.38,28.31,26.38,36.44


243974,23.88,23.63,23.88,24.38,28.38,26.50,36.44


246159,23.88,23.63,23.94,24.44,28.44,26.56,36.38


248343,23.88,23.56,23.94,24.44,28.50,26.63,36.38


250528,23.94,23.63,23.94,24.44,28.63,26.69,36.38


252712,23.88,23.56,23.94,24.50,28.69,26.75,36.31


254898,23.88,23.56,24.00,24.56,28.75,26.81,36.31


257082,23.88,23.50,24.00,24.56,28.81,26.88,36.31


259267,23.88,23.56,24.00,24.63,28.88,26.94,36.31


261451,23.88,23.56,24.06,24.63,28.94,27.00,36.31


263636,23.88,23.56,24.06,24.63,29.00,27.06,36.31


265821,23.88,23.50,24.06,24.69,29.00,27.06,36.31


268006,23.94,23.50,24.13,24.69,29.06,27.19,36.31


270190,23.94,23.50,24.19,24.75,29.13,27.19,36.31


272375,23.94,23.50,24.19,24.75,29.19,27.25,36.31


274560,23.88,23.50,24.19,24.75,29.19,27.25,36.31


276745,23.94,23.50,24.25,24.81,29.25,27.31,36.31


278929,23.94,23.50,24.25,24.81,29.31,27.38,36.31


281114,23.94,23.44,24.25,24.88,29.38,27.44,36.31


283299,23.94,23.44,24.25,24.88,29.38,27.44,36.31


285484,23.88,23.44,24.31,24.88,29.44,27.50,36.31


287669,23.94,23.50,24.31,24.94,29.44,27.56,36.31


289854,23.94,23.50,24.31,25.00,29.50,27.56,36.31


292038,23.94,23.44,24.38,25.00,29.56,27.63,36.31


294223,23.94,23.44,24.38,25.00,29.56,27.69,36.31


296409,23.94,23.44,24.38,25.06,29.63,27.69,36.31


298593,24.00,23.44,24.44,25.06,29.63,27.69,36.31


300778,24.00,23.44,24.44,25.06,29.69,27.75,36.31


302962,24.00,23.38,24.44,25.13,29.69,27.81,36.31


305147,23.94,23.38,24.50,25.13,29.69,27.75,36.31


307333,24.00,23.44,24.56,25.13,29.69,27.81,36.31


309517,24.00,23.44,24.56,25.13,29.75,27.88,36.31


311702,24.00,23.44,24.56,25.19,29.75,27.94,36.38


313887,24.00,23.44,24.56,25.19,29.81,27.94,36.38


316071,24.06,23.44,24.56,25.19,29.81,28.00,36.38


318257,24.06,23.44,24.63,25.25,29.88,28.00,36.38


320442,24.06,23.44,24.63,25.25,29.88,28.06,36.38

322627,24.06,23.38,24.69,25.31,29.94,28.06,36.38


324812,24.06,23.38,24.63,25.31,29.94,28.06,36.38


326996,24.06,23.44,24.63,25.31,30.00,28.13,36.38


329182,24.13,23.44,24.69,25.38,29.94,28.13,36.38


331367,24.13,23.44,24.75,25.38,30.00,28.13,36.38


333552,24.13,23.44,24.75,25.38,30.00,28.19,36.44


335737,24.13,23.44,24.75,25.44,30.06,28.25,36.44


337922,24.13,23.44,24.81,25.44,30.06,28.25,36.44


340107,24.13,23.44,24.75,25.44,30.13,28.31,36.44


342292,24.13,23.44,24.81,25.44,30.13,28.31,36.50


344477,24.19,23.44,24.81,25.50,30.13,28.31,36.50


346661,24.13,23.44,24.81,25.50,30.13,28.31,36.50


348847,24.19,23.44,24.88,25.50,30.13,28.38,36.50


351032,24.19,23.44,24.88,25.50,30.19,28.38,36.50


353217,24.19,23.44,24.88,25.50,30.19,28.38,36.50


355402,24.19,23.44,24.94,25.56,30.19,28.38,36.50


357587,24.25,23.50,24.88,25.56,30.19,28.38,36.50


359772,24.25,23.44,24.94,25.56,30.19,28.38,36.50


361957,24.25,23.50,24.94,25.56,30.19,28.44,36.50


364142,24.19,23.44,25.00,25.56,30.25,28.44,36.50


366327,24.25,23.44,24.94,25.56,30.25,28.44,36.50


368513,24.25,23.44,25.00,25.63,30.31,28.44,36.50


370698,24.25,23.44,25.00,25.63,30.31,28.50,36.56


